,Unnamed: 0,country,gdp_usd,population,CPI,rank,GI_risk,co2_mmt,gdp_capita,regulatory_quality,political_stability,accountability,rule_of_law,co2_mmt_capita,co2_kg_capita,GDP_Ag_and_Forest,petro_income,resource_income,co2_dollar,co2_kg_dollar,KOFGI
104,105,Paraguay,75552100000.0,6724560.0,29,132,22,7.208710000000001,11235.2,-0.299976,0.14179,-0.0623435,-0.729748,1.0719972756581842e-06,0.0010719972756581843,10.7513,0.0,1.6907299999999998,9.541376083523821e-11,0.0954137608352382,63.5042877197266
105,106,Peru,373980000000.0,31763800.0,35,105,35,55.0172,11773.8,0.508346,-0.201727,0.267631,-0.482023,1.7320723591006115e-06,0.0017320723591006115,6.93462,0.12563,7.33982,1.471126798224504e-10,0.1471126798224504,67.97641754150389
106,107,Philippines,732704000000.0,103514000.0,36,99,35,110.742,7078.27,-0.00410138,-1.37982,0.162109,-0.354934,1.06982630368839e-06,0.00106982630368839,9.65524,0.0391826,1.23082,1.5114152509062322e-10,0.15114152509062326,64.0764617919922
107,108,Poland,957418000000.0,37970800.0,60,36,59,307.402,25214.6,0.951996,0.507242,0.84349,0.6362180000000001,8.095747258419628e-06,0.008095747258419628,2.38073,0.025629500000000003,0.833353,3.210739718701758e-10,0.32107397187017583,78.7224426269531
108,109,Portugal,273194000000.0,10321500.0,64,30,59,55.1982,26468.5,0.844399,0.974051,1.15696,1.09724,5.347885481761372e-06,0.005347885481761372,1.95354,0.0,0.266921,2.0204762915730213e-10,0.20204762915730207,82.2079086303711
109,110,Qatar,297335000000.0,2543590.0,62,33,47,102.484,116896.0,0.695944,0.900235,-1.1523,0.7942779999999999,4.029108464807615e-05,0.04029108464807615,0.183956,11.732000000000001,15.3526,3.4467519800897974e-10,0.3446751980089797,73.2133026123047
110,111,Romania,405077000000.0,19687800.0,47,61,47,71.6766,20575.0,0.587475,0.277197,0.539775,0.360989,3.6406607137415047e-06,0.0036406607137415047,4.06174,0.242022,0.683528,1.7694561774674939e-10,0.17694561774674936,77.87835693359379
111,112,Rwanda,20705200000.0,11921100.0,56,48,59,0.987123,1736.85,0.107119,-0.054899300000000005,-1.15701,0.101849,8.280469084228805e-08,8.280469084228804e-05,29.3095,0.0,6.257569999999999,4.7675125089349536e-11,0.04767512508934953,52.322444915771506
112,113,Saudi Arabia,1593750000000.0,32187600.0,49,58,22,656.578,49514.4,0.0793312,-0.464828,-1.72922,0.337608,2.039847643191788e-05,0.020398476431917882,2.68562,19.4341,20.0307,4.119705098039216e-10,0.4119705098039216,62.8050346374512
113,114,Senegal,44811700000.0,15421600.0,45,67,47,8.60316,2905.77,-0.143072,-0.218255,0.369219,-0.106501,5.57864294236655e-07,0.0005578642942366552,14.4141,0.0,4.47389,1.919846825717391e-10,0.1919846825717391,60.4805793762207
114,115,Serbia,95269800000.0,7058320.0,39,87,35,47.5103,13497.5,0.0562996,0.140154,0.199048,-0.15925,6.731105985560304e-06,0.006731105985560304,6.8021,0.0848944,1.1598700000000002,4.986921353881293e-10,0.4986921353881293,75.2847366333008
115,116,Seychelles,2259570000.0,94216.0,66,28,71,1.15203,23982.9,-0.259155,0.733005,0.158111,0.150875,1.2227540969686678e-05,0.012227540969686678,2.00964,0.0,0.115672,5.098447934784051e-10,0.5098447934784052,63.285400390625
116,117,Sierra Leone,9885780000.0,7399010.0,30,129,35,0.986173,1336.09,-0.925489,-0.159926,-0.199254,-0.777361,1.332844529200528e-07,0.00013328445292005281,58.2087,0.0,12.401,9.975672127034992e-11,0.09975672127034993,46.964805603027294
117,118,Singapore,458821000000.0,5607280.0,85,3,83,255.185,81825.9,2.18061,1.49576,-0.150454,1.82524,4.5509587536202945e-05,0.04550958753620294,0.0309277,0.0,0.000441298,5.56175501993152e-10,0.556175501993152,80.0117950439453
118,119,Slovenia,60470400000.0,2065900.0,60,36,71,13.5945,29270.7,0.640269,0.990436,1.01017,1.08267,6.5804249963696225e-06,0.006580424996369621,1.9454099999999999,6.73235e-05,0.272819,2.248124702333704e-10,0.2248124702333704,79.7621383666992
119,120,South Africa,672566000000.0,56088600.0,43,73,47,510.751,11991.1,0.211844,-0.141504,0.647684,0.116231,9.10614634702952e-06,0.00910614634702952,2.2240599999999997,0.00513507,5.05525,7.594065117772828e-10,0.7594065117772828,68.6301651000977
120,121,Spain,1537470000000.0,46495000.0,58,41,47,286.124,33067.3,1.0086,0.413188,1.04105,0.978825,6.153866007097537e-06,0.006153866007097538,2.6901599999999997,0.00138326,0.0744008,1.861005417991896e-10,0.1861005417991896,83.3081130981445
121,122,Sri Lanka,237770000000.0,20788000.0,38,89,35,24.2622,11437.8,-0.100036,-0.00402954,-0.0821306,0.110592,1.1671252645757168e-06,0.0011671252645757168,7.4268,0.0,0.145763,1.0204062749716112e-10,0.10204062749716113,54.4507446289062
122,123,Sudan,198875000000.0,39626500.0,16,172,22,18.9488,5018.74,-1.49144,-2.33722,-1.83765,-1.25819,4.781850529317501e-07,0.0004781850529317501,31.2,0.654515,4.73815,9.5279949717159e-11,0.09527994971715899,41.816089630127
123,124,Suriname,7592770000.0,558117.0,43,73,35,2.05833,13604.3,-0.626957,0.162081,0.41524,-0.154877,3.6879901526024115e-06,0.0036879901526024115,9.874789999999999,3.0564299999999998,30.2151,2.710907876835463e-10,0.2710907876835463,44.8901214599609
124,125,Sweden,451782000000.0,9941100.0,85,3,83,53.4077,45445.9,1.8542,1.01794,1.5639,2.01903,5.372413515606925e-06,0.005372413515606925,1.12047,0.0,0.435391,1.1821564382821806e-10,0.11821564382821804,88.0540390014648
125,126,Switzerland,457510000000.0,8419550.0,85,3,83,39.7598,54339.0,1.9119,1.30629,1.53179,1.94754,4.722318888776717e-06,0.004722318888776716,0.664239,0.0,0.0100801,8.690476710891564e-11,0.08690476710891565,89.69720458984379
126,127,Tajikistan,22544700000.0,8733970.0,25,152,22,5.4405199999999985,2581.27,-1.09314,-0.77776,-1.69176,-1.14801,6.229148943722042e-07,0.0006229148943722042,20.3761,0.0314339,4.326980000000001,2.413214635812408e-10,0.2413214635812408,45.4659080505371
127,128,Tanzania,136526000000.0,55658900.0,36,99,35,14.4736,2452.91,-0.435308,-0.440995,-0.223796,-0.376701,2.6004107159861217e-07,0.0002600410715986122,27.4441,0.0,6.80784,1.0601350658482632e-10,0.10601350658482632,48.056667327880895
128,129,Thailand,1060970000000.0,68882500.0,36,99,35,342.339,15402.6,0.16807,-0.988581,-1.02511,-0.00487571,4.969898014735237e-06,0.0049698980147352394,8.45069,0.44883999999999996,1.59833,3.2266605087797014e-10,0.3226660508779701,68.1467361450195
129,130,Timor-Leste,6861370000.0,1269060.0,35,105,35,0.53191,5406.66,-0.977306,-0.0105038,0.21951,-1.15814,4.1913699903865853e-07,0.0004191369990386585,10.7381,14.0617,33.3458,7.752241899212546e-11,0.07752241899212547,52.697052001953104
130,131,Togo,11054100000.0,7610300.0,30,129,35,2.58506,1452.52,-0.7933020000000001,-0.172354,-0.5459,-0.633554,3.396791190886036e-07,0.0003396791190886037,26.3931,0.0,18.4851,2.338553116038393e-10,0.2338553116038393,53.632442474365206
131,132,Trinidad and Tobago,41232700000.0,1363620.0,41,78,35,49.3194,30237.7,0.08672260000000001,0.286352,0.557951,-0.154072,3.616799401592819e-05,0.03616799401592818,0.48729399999999995,1.88763,4.985609999999999,1.1961234651138536e-09,1.1961234651138537,63.731773376464794
132,133,Tunisia,120206000000.0,11399600.0,43,73,47,22.8696,10544.8,-0.470093,-1.14133,0.303427,-0.00310121,2.0061756552861504e-06,0.0020061756552861502,9.45867,1.31621,2.29855,1.902533983328619e-10,0.1902533983328619,64.859748840332
133,134,Turkey,1815580000000.0,79615100.0,41,78,47,366.084,22804.5,0.196143,-2.00906,-0.608911,-0.208644,4.598172959652127e-06,0.004598172959652126,6.18375,0.036099400000000004,0.30141599999999996,2.016347393119554e-10,0.2016347393119554,70.8728485107422
134,135,Uganda,75998600000.0,41553400.0,26,149,22,4.71081,1828.94,-0.213147,-0.7153229999999999,-0.650014,-0.251176,1.1336761853422346e-07,0.00011336761853422343,23.6543,0.0,14.6258,6.198548394312526e-11,0.06198548394312526,52.6559867858887
135,136,Ukraine,320937000000.0,42800000.0,32,120,35,223.957,7498.53,-0.429534,-1.85648,0.000596148,-0.7662939999999999,5.232640186915888e-06,0.005232640186915888,11.7257,0.20739499999999997,3.6092800000000005,6.978223140367112e-10,0.6978223140367112,70.601806640625
136,137,United Arab Emirates,614766000000.0,9286080.0,70,23,47,288.876,66203.0,0.972596,0.564749,-1.05042,0.8490409999999999,3.1108497880698855e-05,0.03110849788069885,0.776055,10.8279,11.3467,4.698958628160958e-10,0.4698958628160958,74.3968811035156
137,138,United Kingdom,2561880000000.0,65687900.0,80,11,71,480.68,39000.9,1.7607099999999998,0.360454,1.29464,1.6915099999999998,7.317633841240167e-06,0.007317633841240169,0.581257,0.215952,0.293216,1.8762783580807843e-10,0.18762783580807849,87.2332992553711
138,139,Uruguay,67787000000.0,3444120.0,70,23,59,7.5194,19682.0,0.4894560000000001,1.06258,1.16297,0.630394,2.1832572616517425e-06,0.0021832572616517425,5.89194,0.0,1.7592700000000001,1.1092687388437313e-10,0.11092687388437313,70.97991943359379
139,140,Uzbekistan,188391000000.0,31428000.0,23,158,22,92.949,5994.37,-1.61992,-0.272571,-1.8869,-1.10682,2.957521954944635e-06,0.0029575219549446354,30.8373,0.47233800000000004,8.810189999999999,4.933834418841664e-10,0.4933834418841664,42.625938415527294
140,141,Vietnam,540764000000.0,94529300.0,33,117,35,218.767,5720.6,-0.453793,0.233592,-1.37498,0.0753607,2.3142771606263882e-06,0.002314277160626388,16.3196,1.0706200000000001,2.62365,4.0455170832377896e-10,0.40455170832377896,59.7000389099121
141,142,Zambia,59353400000.0,16616300.0,35,105,35,3.622230000000001,3572.0,-0.4835930000000001,0.142808,-0.30611,-0.30044,2.1799257355729013e-07,0.0002179925735572901,6.22847,0.0,15.3296,6.10281803569804e-11,0.0610281803569804,55.295623779296896
142,143,Zimbabwe,29444000000.0,16158000.0,22,160,22,10.4808,1822.26,-1.7201099999999998,-0.619938,-1.18099,-1.3682299999999998,6.486446342369104e-07,0.0006486446342369107,7.873989999999999,0.0,6.73775,3.559570710501291e-10,0.3559570710501291,51.1003494262695
