,country,gdp_usd,population,CPI,rank,GI_risk,co2_mmt,gdp_capita,regulatory_quality,political_stability,accountability,rule_of_law,co2_mmt_capita,co2_kg_capita,GDP_Ag_and_Forest,petro_income,resource_income,co2_dollar,co2_kg_dollar,meat_milk_tn,energy_value
103,Suriname,7592770000.0,558117.0,43,73,35,2.05833,13604.3,-0.626957,0.162081,0.41524,-0.154877,3.6879901526024115e-06,0.0036879901526024115,9.874789999999999,3.0564299999999998,30.2151,2.710907876835463e-10,0.2710907876835463,12961.0,12.8419744425891
104,Sweden,451782000000.0,9941100.0,85,3,83,53.4077,45445.9,1.8542,1.01794,1.5639,2.01903,5.372413515606925e-06,0.005372413515606925,1.12047,0.0,0.435391,1.1821564382821806e-10,0.11821564382821804,546846.0,9.3774402265855
105,Switzerland,457510000000.0,8419550.0,85,3,83,39.7598,54339.0,1.9119,1.30629,1.53179,1.94754,4.722318888776717e-06,0.004722318888776716,0.664239,0.0,0.0100801,8.690476710891564e-11,0.08690476710891565,483298.0,20.229882995354302
106,Tajikistan,22544700000.0,8733970.0,25,152,22,5.4405199999999985,2581.27,-1.09314,-0.77776,-1.69176,-1.14801,6.229148943722042e-07,0.0006229148943722042,20.3761,0.0314339,4.326980000000001,2.413214635812408e-10,0.2413214635812408,111307.0,8.02262757984681
107,Thailand,1060970000000.0,68882500.0,36,99,35,342.339,15402.6,0.16807,-0.988581,-1.02511,-0.00487571,4.969898014735237e-06,0.0049698980147352394,8.45069,0.44883999999999996,1.59833,3.2266605087797014e-10,0.3226660508779701,2718128.0,7.970707456766941
108,Togo,11054100000.0,7610300.0,30,129,35,2.58506,1452.52,-0.7933020000000001,-0.172354,-0.5459,-0.633554,3.396791190886036e-07,0.0003396791190886037,26.3931,0.0,18.4851,2.338553116038393e-10,0.2338553116038393,77436.0,3.2524877994469397
109,Trinidad and Tobago,41232700000.0,1363620.0,41,78,35,49.3194,30237.7,0.08672260000000001,0.286352,0.557951,-0.154072,3.616799401592819e-05,0.03616799401592818,0.48729399999999995,1.88763,4.985609999999999,1.1961234651138536e-09,1.1961234651138537,62992.0,2.28732560359856
110,Tunisia,120206000000.0,11399600.0,43,73,47,22.8696,10544.8,-0.470093,-1.14133,0.303427,-0.00310121,2.0061756552861504e-06,0.0020061756552861502,9.45867,1.31621,2.29855,1.902533983328619e-10,0.1902533983328619,341712.0,12.0572961909858
111,Turkey,1815580000000.0,79615100.0,41,78,47,366.084,22804.5,0.196143,-2.00906,-0.608911,-0.208644,4.598172959652127e-06,0.004598172959652126,6.18375,0.036099400000000004,0.30141599999999996,2.016347393119554e-10,0.2016347393119554,3396545.0,15.229634545109901
112,Ukraine,320937000000.0,42800000.0,32,120,35,223.957,7498.53,-0.429534,-1.85648,0.000596148,-0.7662939999999999,5.232640186915888e-06,0.005232640186915888,11.7257,0.20739499999999997,3.6092800000000005,6.978223140367112e-10,0.6978223140367112,2350627.0,3.5442821519410597
113,United Arab Emirates,614766000000.0,9286080.0,70,23,47,288.876,66203.0,0.972596,0.564749,-1.05042,0.8490409999999999,3.1108497880698855e-05,0.03110849788069885,0.776055,10.8279,11.3467,4.698958628160958e-10,0.4698958628160958,156597.0,8.69683636640821
114,Uruguay,67787000000.0,3444120.0,70,23,59,7.5194,19682.0,0.4894560000000001,1.06258,1.16297,0.630394,2.1832572616517425e-06,0.0021832572616517425,5.89194,0.0,1.7592700000000001,1.1092687388437313e-10,0.11092687388437313,636719.0,15.201246940511998
