"International_data"
"https://www.eia.gov/beta/international/data/browser/#/?pa=0000000000000000000000000000000000000000000000000000000f&c=ruvvvvvfvtvnvv1vrvvvvfvvvvvvfvvvou20evvvvvvvvvvvvuvs&ct=0&tl_id=40-A&vs=INTL.4008-8-AFG-MMTCD.A&cy=2015&vo=0&v=H&start=2015&end=2016&showdm=y"
"Tue Oct 15 2019 17:17:10 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
,,,2015,2016
"","Emissions","MMtons CO2"
"","Emissions",""
"","CO2 Emissions",""
"","CO2 Emissions",""
"","Ecuador","MMtons CO2",0.065852377493225,0.037250121263643
"","Egypt","MMtons CO2",1.4424227925851,1.6781663614289
"","El Salvador","MMtons CO2",0.0020460214646359,0.0016830688488739
"","Equatorial Guinea","MMtons CO2",0,-
"","Eritrea","MMtons CO2",0,-
"","Estonia","MMtons CO2",0.026814337556286,0.0389789980208
"","Ethiopia","MMtons CO2",0.87686188786055,1.0437651120821
"","Falkland Islands","MMtons CO2",0,-
"","Faroe Islands","MMtons CO2",0,-
"","Fiji","MMtons CO2",0,-
"","Finland","MMtons CO2",10.513644330394,12.764148262517
"","Former Czechoslovakia","MMtons CO2",--,-
"","Former Serbia and Montenegro","MMtons CO2",--,-
"","Former U.S.S.R.","MMtons CO2",--,-
"","Former Yugoslavia","MMtons CO2",--,-
"","France","MMtons CO2",33.903553997677,30.64140510933
"","French Guiana","MMtons CO2",0,-
"","French Polynesia","MMtons CO2",0,-
"","Gabon","MMtons CO2",0,-
"","Gambia, The","MMtons CO2",0,-
"","Georgia","MMtons CO2",1.1947620795367,1.1821587036
"","Germany","MMtons CO2",322.10255880666,312.60730846052
"","Germany, East","MMtons CO2",--,-
"","Germany, West","MMtons CO2",--,-
"","Ghana","MMtons CO2",3.4072708688162E-5,3.4072708688162E-5
"","Gibraltar","MMtons CO2",0,-
"","Greece","MMtons CO2",22.734734103102,17.662276766108
"","Greenland","MMtons CO2",0,-
"","Grenada","MMtons CO2",0,-
"","Guadeloupe","MMtons CO2",0,-
"","Guam","MMtons CO2",0,-
"","Guatemala","MMtons CO2",3.6387562897584,3.9223353288536
"","Guinea","MMtons CO2",0,-
"","Guinea-Bissau","MMtons CO2",0,-
"","Guyana","MMtons CO2",0,-
"","Haiti","MMtons CO2",0,-
"","Hawaiian Trade Zone","MMtons CO2",-,-
"","Honduras","MMtons CO2",0.27224428309,0.39399368716653
"","Hong Kong","MMtons CO2",26.860766169699,26.804741061112
"","Hungary","MMtons CO2",9.3822593514985,8.847154566588
"","Iceland","MMtons CO2",0.40933915433944,0.4355849289187
"","India","MMtons CO2",1531.9760331511,1502.5046464707
"","Indonesia","MMtons CO2",187.33811099706,203.26141670948
"","Iran","MMtons CO2",3.8995501499908,3.7835891131239
"","Iraq","MMtons CO2",0,-
"","Ireland","MMtons CO2",5.6231156208522,5.3027936485024
"","Israel","MMtons CO2",24.991645055059,21.358215808269
"","Italy","MMtons CO2",50.000165487056,45.088315775431
"","Jamaica","MMtons CO2",0.2532536443623,0.18946493894148
"","Japan","MMtons CO2",449.52024216203,453.46095210663
"","Jordan","MMtons CO2",0.40992506437738,0.5618085373573
"","Kazakhstan","MMtons CO2",196.82804355982,203.21014897693
"","Kenya","MMtons CO2",1.0527012294647,1.0765172506158
"","Kiribati","MMtons CO2",0,-
"","Kosovo","MMtons CO2",6.3656336359218,6.8628190033852
"","Kuwait","MMtons CO2",0.84648090190006,0.77397440777383
"","Kyrgyzstan","MMtons CO2",4.2563096927468,3.5146168458239
"","Laos","MMtons CO2",6.7585817657985,6.6982907824748
"","Latvia","MMtons CO2",0.18047514239781,0.13635011424123
"","Lebanon","MMtons CO2",0.37038663724379,0.2838617890484
"","Lesotho","MMtons CO2",0,-
"","Liberia","MMtons CO2",0,-
"","Libya","MMtons CO2",0,-
"","Lithuania","MMtons CO2",0.65462259064433,0.65285611553217
"","Luxembourg","MMtons CO2",0.17412342317298,0.19216386029998
"","Macau","MMtons CO2",0,-
"","Macedonia","MMtons CO2",3.883864063411,3.5269369169299
"","Madagascar","MMtons CO2",0.86979532631008,1.1285779849826
"","Malawi","MMtons CO2",0.20041761675957,0.18071460279944
"","Malaysia","MMtons CO2",57.845508913025,61.520835370851
"","Maldives","MMtons CO2",0,-
"","Mali","MMtons CO2",0,-
"","Malta","MMtons CO2",0,-
"","Martinique","MMtons CO2",0,-
"","Mauritania","MMtons CO2",0,-
"","Mauritius","MMtons CO2",1.6435343252622,1.6840662312624
"","Mexico","MMtons CO2",54.617404697018,49.904860785685
"","Micronesia","MMtons CO2",-,-
"","Moldova","MMtons CO2",0.44344853267606,0.32899787463609
"","Mongolia","MMtons CO2",13.462909047223,13.74174843882
"","Montenegro","MMtons CO2",1.5343532963911,1.214101649063
"","Montserrat","MMtons CO2",0,-
"","Morocco","MMtons CO2",13.855533157964,13.387701506395
"","Mozambique","MMtons CO2",0.032612481487899,0.025624092597635
"","Myanmar","MMtons CO2",0.81644868526575,0.95411552551294
"","Namibia","MMtons CO2",0.0097776564417038,0.011006952194144
"","Nauru","MMtons CO2",0,-
"","Nepal","MMtons CO2",0.44532234455164,0.39603001891257
"","Netherlands","MMtons CO2",42.554908859913,39.767976405505
"","Netherlands Antilles","MMtons CO2",0,-
"","New Caledonia","MMtons CO2",1.9799182566748,2.5210437774238
"","New Zealand","MMtons CO2",5.4520037549977,4.8896951729692
"","Nicaragua","MMtons CO2",0,-
"","Niger","MMtons CO2",0.47901133189938,0.52333734860011
"","Nigeria","MMtons CO2",0.11269272963196,0.3962360867477
"","Niue","MMtons CO2",0,-
"","North Korea","MMtons CO2",18.870485832901,21.447514244225
"","Northern Mariana Islands","MMtons CO2",-,-
"","Norway","MMtons CO2",3.2555481134074,3.2504274950011
"","Oman","MMtons CO2",0.21402594246313,0.24546991347264
"","Pakistan","MMtons CO2",18.457625862606,19.984091741427
"","Palestinian Territories","MMtons CO2",0,-
"","Panama","MMtons CO2",0.56950701730877,0.72052359475817
"","Papua New Guinea","MMtons CO2",0,-
"","Paraguay","MMtons CO2",0,-
"","Peru","MMtons CO2",2.3357001398584,2.6678175461147
"","Philippines","MMtons CO2",45.872946015993,43.102884101311
"","Poland","MMtons CO2",193.73251421484,193.89783027827
"","Portugal","MMtons CO2",12.751669749338,11.117202771234
"","Puerto Rico","MMtons CO2",2.9566924946256,2.3080926870327
"","Qatar","MMtons CO2",0,-
"","Reunion","MMtons CO2",0,-
"","Romania","MMtons CO2",24.439631693829,22.022587420163
"","Russia","MMtons CO2",464.1185445136,441.50298115369
"","Rwanda","MMtons CO2",0,-
"","Saint Helena","MMtons CO2",0,-
"","Saint Kitts and Nevis","MMtons CO2",0,-
"","Saint Lucia","MMtons CO2",0,-
"","Saint Pierre and Miquelon","MMtons CO2",0,-
"","Saint Vincent/Grenadines","MMtons CO2",0,-
"","Samoa","MMtons CO2",0,-
"","Sao Tome and Principe","MMtons CO2",0,-
"","Saudi Arabia","MMtons CO2",0.25715650241841,0.27181194516687
"","Senegal","MMtons CO2",0.85445356367296,0.89399126070667
"","Serbia","MMtons CO2",31.825643654053,32.29129894887
"","Seychelles","MMtons CO2",0,-
"","Sierra Leone","MMtons CO2",0,-
"","Singapore","MMtons CO2",1.4105686185715,1.4803871087224
"","Slovakia","MMtons CO2",13.577266725341,12.624171725244
"","Slovenia","MMtons CO2",4.0824453220287,4.404119502009
"","Solomon Islands","MMtons CO2",0,-
"","Somalia","MMtons CO2",0,-
"","South Africa","MMtons CO2",401.13086269381,408.55023567345
"","South Korea","MMtons CO2",343.0008933372,359.86041566562
"","South Sudan","MMtons CO2",0,-
"","Spain","MMtons CO2",49.120484808373,38.452089903999
"","Sri Lanka","MMtons CO2",4.9902208052795,5.3129715208553
"","Sudan","MMtons CO2",0,-
"","Suriname","MMtons CO2",0,-
"","Swaziland","MMtons CO2",0.296149584827,0.31901361215622
"","Sweden","MMtons CO2",6.7361026808682,6.837820059377
"","Switzerland","MMtons CO2",0.3447843182461,0.29147183447048
"","Syria","MMtons CO2",0.015577111539616,0.024444146729816
"","Taiwan","MMtons CO2",142.05680833224,144.25746879485
"","Tajikistan","MMtons CO2",2.218454190633,2.9054827272782
"","Tanzania","MMtons CO2",0.57383767311627,0.69997156560324
"","Thailand","MMtons CO2",63.903224585088,65.343306612044
"","The Bahamas","MMtons CO2",0,-
"","Timor-Leste","MMtons CO2",0,-
"","Togo","MMtons CO2",0.30219807566481,0.32091480001319
"","Tonga","MMtons CO2",0,-
"","Trinidad and Tobago","MMtons CO2",0.014004090501489,0.00057755839286322
"","Tunisia","MMtons CO2",0.0085191824963552,0.012010101403557
"","Turkey","MMtons CO2",137.10034204288,145.31482692639
"","Turkmenistan","MMtons CO2",0,-
"","Turks and Caicos Islands","MMtons CO2",0,-
"","Tuvalu","MMtons CO2",-,-
"","U.S. Pacific Islands","MMtons CO2",0,-
"","U.S. Territories","MMtons CO2",-,-
"","U.S. Virgin Islands","MMtons CO2",0,-
"","Uganda","MMtons CO2",0,-
"","Ukraine","MMtons CO2",120.90297481614,129.38809769314
"","United Arab Emirates","MMtons CO2",4.2408600393072,5.0485764726514
"","United Kingdom","MMtons CO2",95.0587912426,96.224244746988
